epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.116291,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000500,0.000903,0.917666,10.991175,1.648676,0.000000,0.000000,0.000000
1,11.046012,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000493,0.001203,0.917666,10.920912,1.638137,0.000000,0.000000,0.000000
2,11.328158,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000513,0.001148,0.917666,11.203060,1.680459,0.000000,0.000000,0.000000
3,11.249796,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000460,0.001440,0.917666,11.124693,1.668704,0.000000,0.000000,0.000000
4,11.153273,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000557,0.001113,0.917666,11.028170,1.654225,0.000000,0.000000,0.000000
5,11.442917,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000767,0.001416,0.917666,11.317820,1.697673,0.000000,0.000000,0.000000
6,11.401616,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000461,0.001098,0.917666,11.276517,1.691478,0.000000,0.000000,0.000000
7,11.301203,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000481,0.001354,0.917666,11.176107,1.676416,0.000000,0.000000,0.000000
8,11.254985,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000438,0.001158,0.917666,11.129882,1.669482,0.000000,0.000000,0.000000
9,11.129452,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000634,0.001499,0.917666,11.004344,1.650652,0.000000,0.000000,0.000000
10,10.978068,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000383,0.001265,0.917666,10.852968,1.627945,0.000000,0.000000,0.000000
11,11.189899,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000724,0.001592,0.917666,11.064804,1.659721,0.000000,0.000000,0.000000
12,11.381748,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000498,0.001144,0.917666,11.256641,1.688496,0.000000,0.000000,0.000000
13,11.267147,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000557,0.001283,0.917666,11.142040,1.671306,0.000000,0.000000,0.000000
14,11.079420,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000632,0.001314,0.917666,10.954325,1.643149,0.000000,0.000000,0.000000
15,11.626415,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000469,0.001214,0.917666,11.501315,1.725197,0.000000,0.000000,0.000000
16,11.396980,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000733,0.001362,0.917666,11.271881,1.690782,0.000000,0.000000,0.000000
17,11.531950,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000479,0.001502,0.917666,11.406852,1.711028,0.000000,0.000000,0.000000
18,11.199720,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000782,0.001244,0.917666,11.074606,1.661191,0.000000,0.000000,0.000000
19,11.099633,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000606,0.001184,0.917666,10.974535,1.646180,0.000000,0.000000,0.000000
20,10.973352,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000687,0.001441,0.917666,10.848248,1.627237,0.000000,0.000000,0.000000
21,11.150366,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000688,0.001376,0.917666,11.025266,1.653790,0.000000,0.000000,0.000000
22,11.473662,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000637,0.001133,0.917666,11.348560,1.702284,0.000000,0.000000,0.000000
23,11.247325,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000718,0.001312,0.917666,11.122222,1.668333,0.000000,0.000000,0.000000
24,10.994458,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000496,0.001236,0.917666,10.869360,1.630404,0.000000,0.000000,0.000000
25,11.363599,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000575,0.001259,0.917666,11.238504,1.685776,0.000000,0.000000,0.000000
26,11.268290,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000550,0.001094,0.917666,11.143186,1.671478,0.000000,0.000000,0.000000
27,11.282198,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000407,0.001609,0.917666,11.157092,1.673564,0.000000,0.000000,0.000000
28,11.142189,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000719,0.001684,0.917666,11.017073,1.652561,0.000000,0.000000,0.000000
29,11.014169,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000775,0.001255,0.917666,10.889059,1.633359,0.000000,0.000000,0.000000
30,10.950945,0.000000,1.000000,0.000000,0.000000,1.000000,0.800000,0,0.000659,0.001810,0.917666,10.825846,1.623877,0.000000,0.000000,0.000000
