epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.047582,0.002638,1.002649,0.000000,0.000000,1.000000,0.807117,1,0.000599,0.000934,1.482305,10.922406,1.638361,0.000000,0.000000,0.000000
1,11.062589,0.002005,1.002834,0.000000,0.000000,1.000000,0.825914,1,0.000354,0.001172,1.313209,10.949946,1.642492,0.000000,0.000000,0.000000
2,11.325631,0.002259,1.002958,0.000000,0.000000,1.000000,0.843356,1,0.000458,0.001612,1.160860,11.224223,1.683633,0.000000,0.000000,0.000000
3,11.143111,0.002157,1.003123,0.000000,0.000000,1.000000,0.859749,1,0.000402,0.000964,1.025479,11.051709,1.657756,0.000000,0.000000,0.000000
4,11.104332,0.002270,1.003225,0.000000,0.000000,1.000000,0.874035,1,0.000427,0.001229,0.902946,11.021923,1.653288,0.000000,0.000000,0.000000
5,11.276644,0.002215,1.003397,0.000000,0.000000,1.000000,0.887480,1,0.000459,0.001059,0.793982,11.202238,1.680336,0.000000,0.000000,0.000000
6,11.221026,0.001938,1.003515,0.000000,0.000000,1.000000,0.900427,1,0.000409,0.001247,0.695390,11.153885,1.673083,0.000000,0.000000,0.000000
7,11.247953,0.002320,1.003757,0.000000,0.000000,1.000000,0.911731,1,0.000451,0.000965,0.606209,11.187293,1.678094,0.000000,0.000000,0.000000
8,11.083083,0.000000,0.994830,0.000000,0.000000,1.000000,0.922842,0,0.000519,0.001241,0.524061,11.028488,1.654273,0.000000,0.000000,0.000000
9,11.080847,0.000000,0.995643,0.000000,0.000000,1.000000,0.932842,0,0.000553,0.001455,0.451929,10.999248,1.649887,0.000000,0.000000,0.000000
10,11.141137,0.000000,0.996425,0.000000,0.000000,1.000000,0.942248,0,0.000497,0.001254,0.386674,11.003529,1.650529,0.000000,0.000000,0.000000
11,10.954075,0.000000,0.997096,0.000000,0.000000,1.000000,0.950922,0,0.000603,0.001257,0.328221,10.764226,1.614634,0.000000,0.000000,0.000000
12,11.280697,0.000000,0.997817,0.000000,0.000000,1.000000,0.958900,0,0.000378,0.001351,0.273630,11.067844,1.660177,0.000000,0.000000,0.000000
13,11.190029,0.000000,0.998366,0.000000,0.000000,1.000000,0.965494,0,0.000647,0.001174,0.226176,10.954411,1.643162,0.000000,0.000000,0.000000
14,11.078039,0.000000,0.999029,0.000000,0.000000,1.000000,0.970666,0,0.000542,0.001076,0.182947,10.819941,1.622991,0.000000,0.000000,0.000000
15,11.436863,0.000000,0.999537,0.000000,0.000000,1.000000,0.973642,0,0.000639,0.001330,0.148119,11.181515,1.677227,0.000000,0.000000,0.000000
16,11.165194,0.000000,1.001166,0.000000,0.000000,1.000000,0.974267,0,0.000570,0.000921,0.119955,10.936584,1.640488,0.000000,0.000000,0.000000
17,11.274918,0.000000,1.001639,0.000000,0.000000,1.000000,0.978181,0,0.000863,0.001117,0.092881,11.072573,1.660886,0.000000,0.000000,0.000000
18,11.120439,0.000000,1.001852,0.000000,0.000000,1.000000,0.981542,0,0.000662,0.001100,0.071814,10.945837,1.641876,0.000000,0.000000,0.000000
19,11.123534,0.000000,1.001528,0.000000,0.000000,1.000000,0.983923,0,0.000735,0.001334,0.057355,10.920428,1.638064,0.000000,0.000000,0.000000
20,11.171421,0.000000,1.001092,0.000000,0.000000,1.000000,0.985408,0,0.000655,0.001461,0.050606,10.938555,1.640783,0.000000,0.000000,0.000000
21,11.234228,0.000000,1.000954,0.000000,0.000000,1.000000,0.986428,0,0.009130,0.001511,0.046003,10.974363,1.646154,0.000000,0.000000,0.000000
22,11.529896,0.000000,1.001679,0.000000,0.000000,1.000000,0.985671,0,0.000530,0.001544,0.049994,11.243788,1.686568,0.000000,0.000000,0.000000
23,11.293920,0.000000,1.000884,0.000000,0.000000,1.000000,0.987986,0,0.000564,0.001506,0.040619,11.007559,1.651134,0.000000,0.000000,0.000000
24,11.243397,0.000000,0.999521,0.000000,0.000000,1.000000,0.987301,0,0.000406,0.001245,0.042617,10.929531,1.639430,0.000000,0.000000,0.000000
25,11.602663,0.000000,1.000873,0.000000,0.000000,1.000000,0.988058,0,0.000566,0.001434,0.043083,11.288808,1.693321,0.000000,0.000000,0.000000
26,11.373178,0.000000,1.000431,0.000000,0.000000,1.000000,0.988743,0,0.000772,0.001458,0.040367,11.059325,1.658899,0.000000,0.000000,0.000000
27,11.322175,0.000000,1.000431,0.000000,0.000000,1.000000,0.988058,0,0.000560,0.001289,0.045609,11.008317,1.651248,0.000000,0.000000,0.000000
28,11.190465,0.000000,1.000067,0.000000,0.000000,1.000000,0.988743,0,0.000451,0.001182,0.040367,10.876604,1.631491,0.000000,0.000000,0.000000
29,11.332395,0.000000,1.000873,0.000000,0.000000,1.000000,0.988058,0,0.000437,0.001165,0.043083,11.018532,1.652780,0.000000,0.000000,0.000000
30,10.994440,0.002601,1.002649,0.000000,0.000000,1.000000,0.807117,1,0.000603,0.001570,1.482305,10.869265,1.630390,0.000000,0.000000,0.000000
31,10.995531,0.002281,1.002834,0.000000,0.000000,1.000000,0.825914,1,0.000344,0.001183,1.313209,10.882874,1.632431,0.000000,0.000000,0.000000
32,11.370500,0.001782,1.002958,0.000000,0.000000,1.000000,0.843356,1,0.000382,0.001044,1.160860,11.269115,1.690367,0.000000,0.000000,0.000000
33,11.126202,0.002535,1.003123,0.000000,0.000000,1.000000,0.859749,1,0.000763,0.001144,1.025479,11.034782,1.655217,0.000000,0.000000,0.000000
34,10.907507,0.002016,1.003225,0.000000,0.000000,1.000000,0.874035,1,0.000365,0.001337,0.902946,10.825111,1.623767,0.000000,0.000000,0.000000
35,11.319331,0.002141,1.003397,0.000000,0.000000,1.000000,0.887480,1,0.000373,0.001186,0.793982,11.244928,1.686739,0.000000,0.000000,0.000000
36,11.059806,0.002117,1.003515,0.000000,0.000000,1.000000,0.900427,1,0.000547,0.001115,0.695390,10.992651,1.648898,0.000000,0.000000,0.000000
37,11.167820,0.001704,1.003757,0.000000,0.000000,1.000000,0.911731,1,0.000409,0.001185,0.606209,11.107191,1.666079,0.000000,0.000000,0.000000
38,11.167722,0.000000,0.994830,0.000000,0.000000,1.000000,0.922842,0,0.000548,0.001263,0.524061,11.113129,1.666969,0.000000,0.000000,0.000000
39,11.143866,0.000000,0.995643,0.000000,0.000000,1.000000,0.932842,0,0.000570,0.001090,0.451929,11.062259,1.659339,0.000000,0.000000,0.000000
40,10.975635,0.000000,0.996425,0.000000,0.000000,1.000000,0.942248,0,0.000557,0.001410,0.386674,10.838034,1.625705,0.000000,0.000000,0.000000
41,11.021627,0.000000,0.997096,0.000000,0.000000,1.000000,0.950922,0,0.000737,0.001291,0.328221,10.831780,1.624767,0.000000,0.000000,0.000000
42,11.338395,0.000000,0.997817,0.000000,0.000000,1.000000,0.958900,0,0.000515,0.001205,0.273630,11.125510,1.668827,0.000000,0.000000,0.000000
43,11.187708,0.000000,0.998366,0.000000,0.000000,1.000000,0.965494,0,0.000692,0.001701,0.226176,10.952108,1.642816,0.000000,0.000000,0.000000
44,11.045274,0.000000,0.999029,0.000000,0.000000,1.000000,0.970666,0,0.000611,0.001256,0.182947,10.787178,1.618077,0.000000,0.000000,0.000000
45,11.430726,0.000000,0.999537,0.000000,0.000000,1.000000,0.973642,0,0.000562,0.001232,0.148119,11.175361,1.676304,0.000000,0.000000,0.000000
46,11.178265,0.000000,1.001166,0.000000,0.000000,1.000000,0.974267,0,0.000870,0.001126,0.119955,10.949656,1.642448,0.000000,0.000000,0.000000
47,11.224578,0.000000,1.001639,0.000000,0.000000,1.000000,0.978181,0,0.000673,0.001126,0.092881,11.022222,1.653333,0.000000,0.000000,0.000000
48,11.173747,0.000000,1.001852,0.000000,0.000000,1.000000,0.981542,0,0.000666,0.001045,0.071814,10.999135,1.649870,0.000000,0.000000,0.000000
49,11.326027,0.000000,1.001528,0.000000,0.000000,1.000000,0.983923,0,0.000797,0.001187,0.057355,11.122924,1.668439,0.000000,0.000000,0.000000
50,11.108239,0.000000,1.000341,0.000000,0.000000,1.000000,0.985408,0,0.000507,0.001199,0.050606,10.875390,1.631308,0.000000,0.000000,0.000000
51,11.285863,0.000000,1.000063,0.000000,0.000000,1.000000,0.985408,0,0.000683,0.001305,0.058512,11.025998,1.653900,0.000000,0.000000,0.000000
52,11.461257,0.000000,1.001709,0.000000,0.000000,1.000000,0.985408,0,0.000775,0.001194,0.053897,11.175148,1.676272,0.000000,0.000000,0.000000
53,11.334533,0.000000,1.001407,0.000000,0.000000,1.000000,0.986428,0,0.000539,0.001092,0.046003,11.048430,1.657264,0.000000,0.000000,0.000000
54,11.255410,0.000000,1.001396,0.000000,0.000000,1.000000,0.985671,0,0.000579,0.001264,0.047064,10.969302,1.645395,0.000000,0.000000,0.000000
55,11.612558,0.000000,1.000000,0.000000,0.000000,1.000000,0.987986,0,0.000490,0.001086,0.040804,11.326200,1.698930,0.000000,0.000000,0.000000
56,11.370672,0.000000,1.000954,0.000000,0.000000,1.000000,0.988058,0,0.000581,0.001364,0.041624,11.056561,1.658484,0.000000,0.000000,0.000000
57,11.438624,0.000000,1.000431,0.000000,0.000000,1.000000,0.987986,0,0.000473,0.001084,0.040804,11.124513,1.668677,0.000000,0.000000,0.000000
58,11.246474,0.000000,1.000431,0.000000,0.000000,1.000000,0.987301,0,0.000317,0.001343,0.045997,10.932366,1.639855,0.000000,0.000000,0.000000
