epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.149188,0.002175,1.002649,0.000000,0.000000,1.000000,0.772978,1,0.000521,0.000888,5.992727,11.024032,1.653605,0.000000,0.000000,0.000000
1,11.066274,0.002438,1.002834,0.000000,0.000000,1.000000,0.786790,1,0.000319,0.000861,5.377757,10.953606,1.643041,0.000000,0.000000,0.000000
2,11.421810,0.002345,1.002958,0.000000,0.000000,1.000000,0.799796,1,0.000344,0.001104,4.824933,11.320400,1.698060,0.000000,0.000000,0.000000
3,11.169730,0.002151,1.003123,0.000000,0.000000,1.000000,0.812699,1,0.000629,0.000964,4.334288,11.078328,1.661749,0.000000,0.000000,0.000000
4,11.184410,0.002095,1.003225,0.000000,0.000000,1.000000,0.824944,1,0.000472,0.001098,3.893531,11.102010,1.665301,0.000000,0.000000,0.000000
5,11.627961,0.002185,1.003397,0.000000,0.000000,1.000000,0.837252,1,0.000620,0.001193,3.502752,11.553556,1.733033,0.000000,0.000000,0.000000
6,11.227750,0.001972,1.003515,0.000000,0.000000,1.000000,0.846093,1,0.000684,0.001210,3.149387,11.160607,1.674091,0.000000,0.000000,0.000000
7,11.294844,0.001901,1.003757,0.000000,0.000000,1.000000,0.856837,1,0.000488,0.001321,2.833949,11.234201,1.685130,0.000000,0.000000,0.000000
8,11.131560,0.000000,0.994830,0.000000,0.000000,1.000000,0.865533,0,0.000540,0.001134,2.543870,11.076964,1.661545,0.000000,0.000000,0.000000
9,11.296610,0.000000,0.998918,0.000000,0.000000,1.000000,0.875629,0,0.000593,0.001551,2.291938,11.184017,1.677602,0.000000,0.000000,0.000000
10,11.104477,0.000000,0.996425,0.000000,0.000000,1.000000,0.880877,0,0.000598,0.001295,2.065658,10.999122,1.649868,0.000000,0.000000,0.000000
11,11.076610,0.000000,0.999591,0.000000,0.000000,1.000000,0.889298,0,0.000570,0.001222,1.865194,10.919002,1.637850,0.000000,0.000000,0.000000
12,11.410298,0.000000,1.000271,0.000000,0.000000,1.000000,0.894460,0,0.000705,0.001118,1.678534,11.259445,1.688917,0.000000,0.000000,0.000000
13,11.213834,0.000000,1.000137,0.000000,0.000000,1.000000,0.898506,0,0.000711,0.001301,1.517410,11.045480,1.656822,0.000000,0.000000,0.000000
14,11.195815,0.000000,1.000775,0.000000,0.000000,1.000000,0.902469,0,0.000552,0.001091,1.370194,11.057701,1.658655,0.000000,0.000000,0.000000
15,11.340207,0.000000,0.999537,0.000000,0.000000,1.000000,0.906211,0,0.000737,0.001607,1.248491,11.196610,1.679492,0.000000,0.000000,0.000000
16,11.329914,0.000000,1.000000,0.000000,0.000000,1.000000,0.910675,0,0.000486,0.001161,1.140210,11.213060,1.681959,0.000000,0.000000,0.000000
17,11.276262,0.000000,1.001639,0.000000,0.000000,1.000000,0.915273,0,0.000706,0.001376,1.046415,11.091160,1.663674,0.000000,0.000000,0.000000
18,11.213253,0.000000,1.002016,0.000000,0.000000,1.000000,0.918350,0,0.000556,0.001389,0.965988,10.994155,1.649123,0.000000,0.000000,0.000000
19,11.323796,0.000000,1.002203,0.000000,0.000000,1.000000,0.921655,0,0.000692,0.001294,0.889321,11.130947,1.669642,0.000000,0.000000,0.000000
20,11.153818,0.000000,1.003001,0.000000,0.000000,1.000000,0.924192,0,0.000624,0.001234,0.825770,10.956966,1.643545,0.000000,0.000000,0.000000
21,11.187244,0.000000,1.002721,0.000000,0.000000,1.000000,0.925926,0,0.000789,0.001385,0.775075,10.969148,1.645372,0.000000,0.000000,0.000000
22,11.535405,0.000000,1.002127,0.000000,0.000000,1.000000,0.927627,0,0.000583,0.001202,0.735947,11.312792,1.696919,0.000000,0.000000,0.000000
23,11.507433,0.000000,1.003086,0.000000,0.000000,1.000000,0.929761,0,0.000800,0.001318,0.699976,11.282338,1.692351,0.000000,0.000000,0.000000
24,11.290522,0.000000,1.002114,0.000000,0.000000,1.000000,0.931684,0,0.000662,0.001316,0.662310,11.063160,1.659474,0.000000,0.000000,0.000000
25,11.546468,0.000000,1.003129,0.000000,0.000000,1.000000,0.933607,0,0.000736,0.001378,0.628612,11.288123,1.693218,0.000000,0.000000,0.000000
26,11.492100,0.000000,1.003439,0.000000,0.000000,1.000000,0.934712,0,0.000824,0.001453,0.599527,11.206000,1.680900,0.000000,0.000000,0.000000
27,11.438562,0.000000,1.001927,0.000000,0.000000,1.000000,0.936002,0,0.000654,0.001723,0.573304,11.151457,1.672719,0.000000,0.000000,0.000000
28,11.565808,0.000000,1.003231,0.000000,0.000000,1.000000,0.938681,0,0.000487,0.001101,0.544229,11.278710,1.691807,0.000000,0.000000,0.000000
29,11.534700,0.000000,1.001653,0.000000,0.000000,1.000000,0.938681,0,0.000616,0.001497,0.520348,11.247600,1.687140,0.000000,0.000000,0.000000
30,11.336618,0.002563,1.002649,0.000000,0.000000,1.000000,0.772978,1,0.000451,0.001539,5.992727,11.211437,1.681716,0.000000,0.000000,0.000000
31,11.217154,0.002639,1.002834,0.000000,0.000000,1.000000,0.786790,1,0.000346,0.001303,5.377757,11.104475,1.665671,0.000000,0.000000,0.000000
32,11.470931,0.002218,1.002958,0.000000,0.000000,1.000000,0.799796,1,0.000453,0.001278,4.824933,11.369523,1.705428,0.000000,0.000000,0.000000
33,11.239252,0.002043,1.003123,0.000000,0.000000,1.000000,0.812699,1,0.000387,0.001004,4.334288,11.147847,1.672177,0.000000,0.000000,0.000000
34,11.170871,0.001887,1.003225,0.000000,0.000000,1.000000,0.824944,1,0.000435,0.001367,3.893531,11.088483,1.663273,0.000000,0.000000,0.000000
35,11.521551,0.001982,1.003397,0.000000,0.000000,1.000000,0.837252,1,0.000537,0.001138,3.502752,11.447155,1.717073,0.000000,0.000000,0.000000
36,11.331430,0.002332,1.003515,0.000000,0.000000,1.000000,0.846093,1,0.000418,0.001224,3.149387,11.264266,1.689640,0.000000,0.000000,0.000000
37,11.430276,0.002094,1.003757,0.000000,0.000000,1.000000,0.856837,1,0.000590,0.001145,2.833949,11.369627,1.705444,0.000000,0.000000,0.000000
38,11.190688,0.000000,0.994830,0.000000,0.000000,1.000000,0.865533,0,0.000470,0.001270,2.543870,11.136088,1.670413,0.000000,0.000000,0.000000
39,11.127755,0.000000,0.998918,0.000000,0.000000,1.000000,0.875629,0,0.000588,0.001136,2.291938,11.015156,1.652273,0.000000,0.000000,0.000000
40,11.153164,0.000000,0.996425,0.000000,0.000000,1.000000,0.880877,0,0.000540,0.001294,2.065658,11.047814,1.657172,0.000000,0.000000,0.000000
41,11.136105,0.000000,0.999591,0.000000,0.000000,1.000000,0.889298,0,0.000780,0.001159,1.865194,10.978505,1.646776,0.000000,0.000000,0.000000
42,11.659044,0.000000,1.000271,0.000000,0.000000,1.000000,0.894460,0,0.000605,0.001119,1.678534,11.508200,1.726230,0.000000,0.000000,0.000000
43,11.385237,0.000000,1.000137,0.000000,0.000000,1.000000,0.898506,0,0.000584,0.001338,1.517410,11.216885,1.682533,0.000000,0.000000,0.000000
44,11.322650,0.000000,1.000775,0.000000,0.000000,1.000000,0.902469,0,0.000818,0.001634,1.370194,11.184542,1.677681,0.000000,0.000000,0.000000
45,11.479240,0.000000,0.999537,0.000000,0.000000,1.000000,0.906211,0,0.000787,0.001430,1.248491,11.335626,1.700344,0.000000,0.000000,0.000000
46,11.305032,0.000000,1.000000,0.000000,0.000000,1.000000,0.910675,0,0.000603,0.001052,1.140210,11.188184,1.678228,0.000000,0.000000,0.000000
47,11.617661,0.000000,1.001639,0.000000,0.000000,1.000000,0.915273,0,0.000727,0.001225,1.046415,11.432559,1.714884,0.000000,0.000000,0.000000
48,11.347611,0.000000,1.002016,0.000000,0.000000,1.000000,0.918350,0,0.000642,0.001010,0.965988,11.128502,1.669275,0.000000,0.000000,0.000000
49,11.469580,0.000000,1.002203,0.000000,0.000000,1.000000,0.921655,0,0.000836,0.001107,0.889321,11.276725,1.691509,0.000000,0.000000,0.000000
50,11.282187,0.000000,1.003001,0.000000,0.000000,1.000000,0.924192,0,0.000659,0.001336,0.825770,11.085325,1.662799,0.000000,0.000000,0.000000
51,11.217986,0.000000,1.002721,0.000000,0.000000,1.000000,0.925926,0,0.000817,0.001365,0.775075,10.999879,1.649982,0.000000,0.000000,0.000000
52,11.527360,0.000000,1.002127,0.000000,0.000000,1.000000,0.927627,0,0.000645,0.001166,0.735947,11.304750,1.695712,0.000000,0.000000,0.000000
53,11.388518,0.000000,1.003086,0.000000,0.000000,1.000000,0.929761,0,0.000646,0.001038,0.699976,11.163413,1.674512,0.000000,0.000000,0.000000
54,11.215905,0.000000,1.002114,0.000000,0.000000,1.000000,0.931684,0,0.000599,0.001428,0.662310,10.988552,1.648283,0.000000,0.000000,0.000000
55,11.564426,0.000000,1.003129,0.000000,0.000000,1.000000,0.933607,0,0.000569,0.001100,0.628612,11.306075,1.695911,0.000000,0.000000,0.000000
56,11.430668,0.000000,1.003439,0.000000,0.000000,1.000000,0.934712,0,0.000865,0.001396,0.599527,11.144575,1.671686,0.000000,0.000000,0.000000
57,11.487581,0.000000,1.001927,0.000000,0.000000,1.000000,0.936002,0,0.000663,0.001103,0.573304,11.200472,1.680071,0.000000,0.000000,0.000000
58,11.557312,0.000000,1.003231,0.000000,0.000000,1.000000,0.938681,0,0.000475,0.001176,0.544229,11.270201,1.690530,0.000000,0.000000,0.000000
