epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.156698,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000518,0.000892,4.866379,11.031599,1.654740,0.000000,0.000000,0.000000
1,11.218751,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000310,0.001429,4.866379,11.093657,1.664048,0.000000,0.000000,0.000000
2,11.377431,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000823,0.002518,4.866379,11.252345,1.687852,0.000000,0.000000,0.000000
3,11.116797,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000738,0.001379,4.866379,10.991700,1.648755,0.000000,0.000000,0.000000
4,11.047213,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000712,0.001225,4.866379,10.922121,1.638318,0.000000,0.000000,0.000000
5,11.365838,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000523,0.001057,4.866379,11.240734,1.686110,0.000000,0.000000,0.000000
6,11.224645,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000445,0.001098,4.866379,11.099539,1.664931,0.000000,0.000000,0.000000
7,11.433427,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000717,0.001300,4.866379,11.308329,1.696249,0.000000,0.000000,0.000000
8,11.271342,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000531,0.001251,4.866379,11.146254,1.671938,0.000000,0.000000,0.000000
9,11.087451,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000689,0.001080,4.866379,10.962359,1.644354,0.000000,0.000000,0.000000
10,10.979001,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000546,0.001500,4.866379,10.853900,1.628085,0.000000,0.000000,0.000000
11,10.975457,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000650,0.001465,4.866379,10.850363,1.627554,0.000000,0.000000,0.000000
12,11.399969,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000693,0.001107,4.866379,11.274873,1.691231,0.000000,0.000000,0.000000
13,11.127526,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000621,0.001125,4.866379,11.002427,1.650364,0.000000,0.000000,0.000000
14,11.208287,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000603,0.001131,4.866379,11.083183,1.662477,0.000000,0.000000,0.000000
15,11.457105,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000570,0.001377,4.866379,11.332014,1.699802,0.000000,0.000000,0.000000
16,11.175385,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000439,0.001069,4.866379,11.050300,1.657545,0.000000,0.000000,0.000000
17,11.161426,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000482,0.001475,4.866379,11.036322,1.655448,0.000000,0.000000,0.000000
18,11.242944,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000456,0.001295,4.866379,11.117849,1.667677,0.000000,0.000000,0.000000
19,11.086436,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000675,0.001405,4.866379,10.961341,1.644201,0.000000,0.000000,0.000000
20,11.021873,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000433,0.001304,4.866379,10.896769,1.634515,0.000000,0.000000,0.000000
21,11.071702,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000593,0.001589,4.866379,10.946609,1.641991,0.000000,0.000000,0.000000
22,11.459732,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000459,0.001229,4.866379,11.334644,1.700197,0.000000,0.000000,0.000000
23,11.079475,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000724,0.001335,4.866379,10.954380,1.643157,0.000000,0.000000,0.000000
24,11.162760,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000547,0.001331,4.866379,11.037663,1.655649,0.000000,0.000000,0.000000
25,11.573625,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000659,0.001162,4.866379,11.448525,1.717279,0.000000,0.000000,0.000000
26,11.385610,0.000000,1.000000,0.000000,0.000000,1.000000,0.776332,0,0.000812,0.001298,4.866379,11.260517,1.689078,0.000000,0.000000,0.000000
