epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.014683,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000536,0.000802,1.482305,10.889591,1.633439,0.000000,0.000000,0.000000
1,11.021074,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000449,0.001048,1.482305,10.895986,1.634398,0.000000,0.000000,0.000000
2,11.446871,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000596,0.001394,1.482305,11.321787,1.698268,0.000000,0.000000,0.000000
3,11.249317,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000316,0.001468,1.482305,11.124230,1.668635,0.000000,0.000000,0.000000
4,11.103771,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000474,0.001362,1.482305,10.978676,1.646801,0.000000,0.000000,0.000000
5,11.385969,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000447,0.001166,1.482305,11.260873,1.689131,0.000000,0.000000,0.000000
6,11.267919,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000709,0.001058,1.482305,11.142829,1.671424,0.000000,0.000000,0.000000
7,11.353133,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000445,0.001407,1.482305,11.228035,1.684205,0.000000,0.000000,0.000000
8,11.042719,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000768,0.001666,1.482305,10.917631,1.637645,0.000000,0.000000,0.000000
9,11.182368,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000530,0.000946,1.482305,11.057280,1.658592,0.000000,0.000000,0.000000
10,11.199392,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000655,0.001466,1.482305,11.074295,1.661144,0.000000,0.000000,0.000000
11,11.126175,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000595,0.001666,1.482305,11.001086,1.650163,0.000000,0.000000,0.000000
12,11.355775,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000681,0.001317,1.482305,11.230685,1.684603,0.000000,0.000000,0.000000
13,11.206120,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000543,0.001290,1.482305,11.081031,1.662155,0.000000,0.000000,0.000000
14,11.135475,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000597,0.001323,1.482305,11.010379,1.651557,0.000000,0.000000,0.000000
15,11.374189,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000750,0.001742,1.482305,11.249088,1.687363,0.000000,0.000000,0.000000
16,11.128640,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000604,0.001246,1.482305,11.003555,1.650533,0.000000,0.000000,0.000000
17,11.193560,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000539,0.001147,1.482305,11.068470,1.660270,0.000000,0.000000,0.000000
18,11.097530,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000685,0.001176,1.482305,10.972440,1.645866,0.000000,0.000000,0.000000
19,11.260504,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000687,0.001450,1.482305,11.135412,1.670312,0.000000,0.000000,0.000000
20,11.225394,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000548,0.001150,1.482305,11.100299,1.665045,0.000000,0.000000,0.000000
21,11.012517,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000440,0.001773,1.482305,10.887417,1.633113,0.000000,0.000000,0.000000
22,11.299549,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000653,0.001068,1.482305,11.174456,1.676168,0.000000,0.000000,0.000000
23,11.115837,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000718,0.001672,1.482305,10.990730,1.648610,0.000000,0.000000,0.000000
24,11.023008,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000494,0.001402,1.482305,10.897901,1.634685,0.000000,0.000000,0.000000
25,11.359450,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000384,0.001113,1.482305,11.234349,1.685152,0.000000,0.000000,0.000000
26,11.268144,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000350,0.001104,1.482305,11.143040,1.671456,0.000000,0.000000,0.000000
27,11.243327,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000556,0.001144,1.482305,11.118237,1.667736,0.000000,0.000000,0.000000
28,11.172471,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000903,0.001150,1.482305,11.047367,1.657105,0.000000,0.000000,0.000000
29,11.326907,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000642,0.001241,1.482305,11.201783,1.680267,0.000000,0.000000,0.000000
30,11.112636,0.000000,1.000000,0.000000,0.000000,1.000000,0.807117,0,0.000654,0.001329,1.482305,10.987539,1.648131,0.000000,0.000000,0.000000
