epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,11.222903,0.002594,1.002649,0.000000,0.000000,1.000000,0.776332,1,0.000487,0.000851,4.866379,11.097726,1.664659,0.000000,0.000000,0.000000
1,11.244256,0.002448,1.002834,0.000000,0.000000,1.000000,0.790456,1,0.000457,0.001057,4.363259,11.131588,1.669738,0.000000,0.000000,0.000000
2,11.545758,0.002163,1.002958,0.000000,0.000000,1.000000,0.803770,1,0.000364,0.000986,3.910990,11.444354,1.716653,0.000000,0.000000,0.000000
3,11.357815,0.002298,1.003123,0.000000,0.000000,1.000000,0.816842,1,0.000420,0.000998,3.509617,11.266404,1.689961,0.000000,0.000000,0.000000
4,11.259934,0.001980,1.003225,0.000000,0.000000,1.000000,0.829255,1,0.000468,0.001125,3.149083,11.177538,1.676631,0.000000,0.000000,0.000000
5,11.577242,0.002425,1.003397,0.000000,0.000000,1.000000,0.841755,1,0.000460,0.001070,2.829517,11.502826,1.725424,0.000000,0.000000,0.000000
6,11.251458,0.002118,1.003515,0.000000,0.000000,1.000000,0.850762,1,0.000440,0.001140,2.540468,11.184310,1.677647,0.000000,0.000000,0.000000
7,11.344444,0.001989,1.003757,0.000000,0.000000,1.000000,0.861595,1,0.000459,0.001609,2.282605,11.283798,1.692570,0.000000,0.000000,0.000000
8,11.124786,0.000000,0.994830,0.000000,0.000000,1.000000,0.870418,0,0.000412,0.001226,2.045444,11.070190,1.660529,0.000000,0.000000,0.000000
9,11.295545,0.000000,0.997857,0.000000,0.000000,1.000000,0.880515,0,0.000470,0.001186,1.839729,11.182939,1.677441,0.000000,0.000000,0.000000
10,11.089268,0.000000,0.996425,0.000000,0.000000,1.000000,0.886415,0,0.000568,0.001347,1.654874,10.951670,1.642751,0.000000,0.000000,0.000000
11,11.232815,0.000000,0.997096,0.000000,0.000000,1.000000,0.894004,0,0.000710,0.001181,1.490878,11.042963,1.656444,0.000000,0.000000,0.000000
12,11.424066,0.000000,1.000448,0.000000,0.000000,1.000000,0.902426,0,0.000753,0.001355,1.338975,11.238216,1.685732,0.000000,0.000000,0.000000
13,11.441907,0.000000,1.000584,0.000000,0.000000,1.000000,0.906380,0,0.000444,0.001260,1.207943,11.239804,1.685971,0.000000,0.000000,0.000000
14,11.278367,0.000000,1.001066,0.000000,0.000000,1.000000,0.910629,0,0.000599,0.001077,1.088716,11.109257,1.666389,0.000000,0.000000,0.000000
15,11.401357,0.000000,0.999537,0.000000,0.000000,1.000000,0.913883,0,0.000584,0.001388,0.990143,11.266006,1.689901,0.000000,0.000000,0.000000
16,11.473613,0.000000,1.001485,0.000000,0.000000,1.000000,0.918481,0,0.000798,0.001440,0.903614,11.333253,1.699988,0.000000,0.000000,0.000000
17,11.463344,0.000000,1.001639,0.000000,0.000000,1.000000,0.921584,0,0.000653,0.001395,0.828145,11.315988,1.697398,0.000000,0.000000,0.000000
18,11.155029,0.000000,1.001952,0.000000,0.000000,1.000000,0.924709,0,0.000404,0.001735,0.764126,10.968676,1.645301,0.000000,0.000000,0.000000
19,11.124541,0.000000,1.002260,0.000000,0.000000,1.000000,0.927650,0,0.000592,0.001140,0.703158,10.932942,1.639941,0.000000,0.000000,0.000000
20,11.094420,0.000000,1.002957,0.000000,0.000000,1.000000,0.930567,0,0.000845,0.001206,0.653779,10.899323,1.634898,0.000000,0.000000,0.000000
21,10.979904,0.000000,1.002940,0.000000,0.000000,1.000000,0.932342,0,0.000541,0.001477,0.614661,10.762805,1.614421,0.000000,0.000000,0.000000
22,11.471927,0.000000,1.002189,0.000000,0.000000,1.000000,0.933755,0,0.000694,0.001718,0.584914,11.218325,1.682749,0.000000,0.000000,0.000000
23,11.328863,0.000000,1.003277,0.000000,0.000000,1.000000,0.936168,0,0.000745,0.001110,0.553718,11.106257,1.665939,0.000000,0.000000,0.000000
24,11.365335,0.000000,1.002114,0.000000,0.000000,1.000000,0.937802,0,0.000695,0.001231,0.525488,11.141478,1.671222,0.000000,0.000000,0.000000
25,11.859854,0.000000,1.003065,0.000000,0.000000,1.000000,0.939726,0,0.000655,0.001096,0.496530,11.603253,1.740488,0.000000,0.000000,0.000000
26,11.666007,0.000000,1.001555,0.000000,0.000000,1.000000,0.940909,0,0.000491,0.001151,0.475190,11.381654,1.707248,0.000000,0.000000,0.000000
27,11.531021,0.000000,1.002603,0.000000,0.000000,1.000000,0.940909,0,0.000630,0.001127,0.452805,11.246672,1.687001,0.000000,0.000000,0.000000
28,11.405916,0.000000,1.003252,0.000000,0.000000,1.000000,0.942886,0,0.000610,0.001400,0.431906,11.158566,1.673785,0.000000,0.000000,0.000000
29,11.434272,0.000000,1.001970,0.000000,0.000000,1.000000,0.944449,0,0.000676,0.001228,0.411420,11.147168,1.672075,0.000000,0.000000,0.000000
30,11.045405,0.001940,1.002649,0.000000,0.000000,1.000000,0.776332,1,0.000624,0.001187,4.866379,10.920262,1.638039,0.000000,0.000000,0.000000
31,11.044815,0.002476,1.002834,0.000000,0.000000,1.000000,0.790456,1,0.000412,0.001005,4.363259,10.932148,1.639822,0.000000,0.000000,0.000000
32,11.560239,0.002176,1.002958,0.000000,0.000000,1.000000,0.803770,1,0.000435,0.001183,3.910990,11.458831,1.718825,0.000000,0.000000,0.000000
33,11.256205,0.001743,1.003123,0.000000,0.000000,1.000000,0.816842,1,0.000402,0.001417,3.509617,11.164824,1.674724,0.000000,0.000000,0.000000
34,11.286331,0.001819,1.003225,0.000000,0.000000,1.000000,0.829255,1,0.000383,0.001154,3.149083,11.203944,1.680592,0.000000,0.000000,0.000000
35,11.465838,0.001988,1.003397,0.000000,0.000000,1.000000,0.841755,1,0.000493,0.001173,2.829517,11.391442,1.708716,0.000000,0.000000,0.000000
36,11.281393,0.001822,1.003515,0.000000,0.000000,1.000000,0.850762,1,0.000371,0.000915,2.540468,11.214257,1.682139,0.000000,0.000000,0.000000
37,11.311319,0.002068,1.003757,0.000000,0.000000,1.000000,0.861595,1,0.000641,0.001110,2.282605,11.250672,1.687601,0.000000,0.000000,0.000000
38,11.037996,0.000000,0.994830,0.000000,0.000000,1.000000,0.870418,0,0.000408,0.001122,2.045444,10.983397,1.647510,0.000000,0.000000,0.000000
39,11.196730,0.000000,0.997857,0.000000,0.000000,1.000000,0.880515,0,0.000772,0.001102,1.839729,11.084129,1.662619,0.000000,0.000000,0.000000
40,11.165822,0.000000,0.996425,0.000000,0.000000,1.000000,0.886415,0,0.000336,0.001212,1.654874,11.028210,1.654231,0.000000,0.000000,0.000000
