epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,10.155590,0.001326,1.002649,0.000000,0.000000,1.000000,0.784215,1,0.000202,0.000789,3.174708,10.030472,1.504571,0.625000,0.000000,0.000000
1,10.090986,0.001843,1.002834,0.000000,0.000000,1.000000,0.799275,1,0.000117,0.000850,2.838854,9.978341,1.496751,0.625000,0.000000,0.000000
2,10.382833,0.001552,1.002958,0.000000,0.000000,1.000000,0.813426,1,0.000160,0.001000,2.536847,10.281442,1.542216,0.625000,0.000000,0.000000
3,10.226643,0.001179,1.003123,0.000000,0.000000,1.000000,0.827219,1,0.000154,0.000959,2.268780,10.135288,1.520293,0.625000,0.000000,0.000000
4,10.191634,0.001483,1.003225,0.000000,0.000000,1.000000,0.840263,1,0.000151,0.000992,2.027915,10.109262,1.516389,0.625000,0.000000,0.000000
5,10.447206,0.001330,1.003397,0.000000,0.000000,1.000000,0.850789,1,0.000265,0.001173,1.813956,10.372844,1.555927,0.625000,0.000000,0.000000
6,10.225752,0.001883,1.003515,0.000000,0.000000,1.000000,0.862482,1,0.000164,0.001028,1.620886,10.158609,1.523791,0.625000,0.000000,0.000000
7,10.323413,0.001343,1.003757,0.000000,0.000000,1.000000,0.872406,1,0.000171,0.001335,1.448094,10.262803,1.539420,0.625000,0.000000,0.000000
8,10.358564,0.000000,0.994830,0.000000,0.000000,1.000000,0.882662,0,0.000148,0.001175,1.289532,10.303968,1.545595,0.625000,0.000000,0.000000
9,10.247494,0.000000,0.995643,0.000000,0.000000,1.000000,0.892857,0,0.000291,0.001212,1.152093,10.134893,1.520234,0.625000,0.000000,0.000000
10,10.162553,0.000000,0.996425,0.000000,0.000000,1.000000,0.901493,0,0.000153,0.001204,1.028254,10.024965,1.503745,0.625000,0.000000,0.000000
11,10.139127,0.000000,0.999218,0.000000,0.000000,1.000000,0.910347,0,0.000181,0.001687,0.919218,9.949278,1.492392,0.625000,0.000000,0.000000
12,10.434387,0.000000,0.997817,0.000000,0.000000,1.000000,0.915610,0,0.000396,0.001508,0.817520,10.249292,1.537394,0.625000,0.000000,0.000000
13,10.274925,0.000000,1.000931,0.000000,0.000000,1.000000,0.921228,0,0.000303,0.001267,0.730963,10.067084,1.510063,0.625000,0.000000,0.000000
14,10.294088,0.000000,1.001066,0.000000,0.000000,1.000000,0.925144,0,0.000439,0.001490,0.651843,10.095994,1.514399,0.625000,0.000000,0.000000
15,10.492269,0.000000,1.001279,0.000000,0.000000,1.000000,0.928603,0,0.000159,0.001154,0.586735,10.327926,1.549189,0.625000,0.000000,0.000000
16,10.204172,0.000000,1.001267,0.000000,0.000000,1.000000,0.932051,0,0.000182,0.000965,0.529771,10.096323,1.514448,0.625000,0.000000,0.000000
17,10.285699,0.000000,1.001748,0.000000,0.000000,1.000000,0.935680,0,0.000438,0.001216,0.481048,10.137603,1.520640,0.625000,0.000000,0.000000
18,10.214428,0.000000,1.002016,0.000000,0.000000,1.000000,0.938579,0,0.000170,0.001161,0.440019,10.061339,1.509201,0.625000,0.000000,0.000000
19,10.234493,0.000000,1.002203,0.000000,0.000000,1.000000,0.941632,0,0.000209,0.000880,0.401769,10.046144,1.506922,0.625000,0.000000,0.000000
20,10.146070,0.000000,1.000791,0.000000,0.000000,1.000000,0.944624,0,0.000284,0.001445,0.371983,9.952721,1.492908,0.625000,0.000000,0.000000
21,10.144819,0.000000,1.002863,0.000000,0.000000,1.000000,0.946453,0,0.000251,0.001104,0.350843,9.895718,1.484358,0.625000,0.000000,0.000000
22,10.382737,0.000000,1.002920,0.000000,0.000000,1.000000,0.948522,0,0.000159,0.000988,0.327070,10.165894,1.524884,0.625000,0.000000,0.000000
23,10.266016,0.000000,1.002929,0.000000,0.000000,1.000000,0.950723,0,0.000261,0.000926,0.306812,10.049174,1.507376,0.625000,0.000000,0.000000
24,10.239395,0.000000,1.002169,0.000000,0.000000,1.000000,0.952229,0,0.000405,0.001243,0.288315,9.985801,1.497870,0.625000,0.000000,0.000000
25,10.495900,0.000000,1.002721,0.000000,0.000000,1.000000,0.954766,0,0.000165,0.001233,0.271689,10.273060,1.540959,0.625000,0.000000,0.000000
26,10.405363,0.000000,1.002200,0.000000,0.000000,1.000000,0.956222,0,0.000169,0.001569,0.255800,10.123764,1.518565,0.625000,0.000000,0.000000
27,10.449427,0.000000,1.002468,0.000000,0.000000,1.000000,0.958949,0,0.000189,0.001121,0.238478,10.141831,1.521275,0.625000,0.000000,0.000000
28,10.318798,0.000000,1.002792,0.000000,0.000000,1.000000,0.961621,0,0.000305,0.001319,0.222685,10.039452,1.505918,0.625000,0.000000,0.000000
29,10.358322,0.000000,1.002736,0.000000,0.000000,1.000000,0.963234,0,0.000161,0.001103,0.210744,10.047980,1.507197,0.625000,0.000000,0.000000
30,10.055031,0.002065,1.002649,0.000000,0.000000,1.000000,0.784215,1,0.000159,0.001250,3.174708,9.929880,1.489482,0.625000,0.000000,0.000000
31,10.015348,0.001402,1.002834,0.000000,0.000000,1.000000,0.799275,1,0.000085,0.001105,2.838854,9.902736,1.485410,0.625000,0.000000,0.000000
32,10.272086,0.001484,1.002958,0.000000,0.000000,1.000000,0.813426,1,0.000070,0.001305,2.536847,10.170717,1.525608,0.625000,0.000000,0.000000
33,10.162436,0.001432,1.003123,0.000000,0.000000,1.000000,0.827219,1,0.000147,0.001586,2.268780,10.071072,1.510661,0.625000,0.000000,0.000000
34,10.116081,0.001387,1.003225,0.000000,0.000000,1.000000,0.840263,1,0.000183,0.001253,2.027915,10.033717,1.505058,0.625000,0.000000,0.000000
