epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,10.219623,0.000000,0.998597,0.000000,0.000000,1.000000,0.842606,0,0.000177,0.000475,1.275351,10.094513,1.514177,0.156250,0.000000,0.000000
1,10.184091,0.000000,1.000616,0.000000,0.000000,1.000000,0.857064,0,0.000059,0.000705,1.113348,10.070972,1.510646,0.156250,0.000000,0.000000
2,10.415826,0.000000,1.004498,0.000000,0.000000,1.000000,0.873606,0,0.000078,0.000418,0.965955,10.313738,1.547061,0.156250,0.000000,0.000000
3,10.222874,0.000000,1.007287,0.000000,0.000000,1.000000,0.885654,0,0.000050,0.000396,0.832067,10.222757,1.533414,0.156250,0.000000,0.000000
4,10.107080,0.000000,1.007174,0.000000,0.000000,1.000000,0.896497,0,0.000051,0.000470,0.712783,10.106993,1.516049,0.156250,0.000000,0.000000
5,10.445028,0.000000,1.008922,0.000000,0.000000,1.000000,0.908527,0,0.000050,0.000326,0.608238,10.444928,1.566739,0.156250,0.000000,0.000000
6,10.356955,0.000000,1.010195,0.000000,0.000000,1.000000,0.919054,0,0.000051,0.000446,0.519053,10.356845,1.553527,0.156250,0.000000,0.000000
7,10.470310,0.000000,1.012669,0.000000,0.000000,1.000000,0.926282,0,0.000055,0.000502,0.443176,10.470221,1.570533,0.156250,0.000000,0.000000
8,10.350962,0.000000,1.011608,0.000000,0.000000,1.000000,0.933511,0,0.000058,0.000362,0.370175,10.350869,1.552630,0.156250,0.000000,0.000000
9,10.194968,0.000000,1.014047,0.000000,0.000000,1.000000,0.941030,0,0.000049,0.000513,0.314142,10.194875,1.529231,0.156250,0.000000,0.000000
10,10.042344,0.000000,1.003953,0.000000,0.000000,1.000000,0.948549,0,0.000049,0.000373,0.264595,10.042254,1.506338,0.156250,0.000000,0.000000
11,10.111260,0.000000,1.013374,0.000000,0.000000,1.000000,0.960549,0,0.000058,0.000500,0.226057,10.111161,1.516674,0.156250,0.000000,0.000000
12,10.433632,0.000000,1.015535,0.000000,0.000000,1.000000,0.965368,0,0.000058,0.000699,0.183491,10.433528,1.565029,0.156250,0.000000,0.000000
13,10.424052,0.000000,1.006638,0.000000,0.000000,1.000000,0.970188,0,0.000051,0.000356,0.149320,10.320945,1.548142,0.156250,0.000000,0.000000
14,10.327866,0.000000,1.013089,0.000000,0.000000,1.000000,0.970188,0,0.000046,0.000602,0.119923,10.197762,1.529664,0.156250,0.000000,0.000000
15,10.688178,0.000000,0.986957,0.000000,0.000000,1.000000,0.973802,0,0.000133,0.000470,0.099143,10.558084,1.583713,0.156250,0.000000,0.000000
16,10.532721,0.000000,1.015082,0.000000,0.000000,1.000000,0.973802,0,0.000120,0.000412,0.139800,10.402593,1.560389,0.156250,0.000000,0.000000
17,10.735509,0.000000,1.000000,0.000000,0.000000,1.000000,0.978313,0,0.000133,0.000896,0.096938,10.342412,1.551362,0.156250,0.000000,0.000000
18,10.520114,0.000000,1.000000,0.000000,0.000000,1.000000,0.978313,0,0.000120,0.000557,0.096938,10.127011,1.519052,0.156250,0.000000,0.000000
19,10.530556,0.000000,1.000000,0.000000,0.000000,1.000000,0.978313,0,0.000132,0.000785,0.096938,10.137454,1.520618,0.156250,0.000000,0.000000
