epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,10.095604,0.002491,1.000881,0.000000,0.000000,1.000000,0.775290,1,0.000222,0.001530,4.312412,9.970490,1.495574,1.093750,0.000000,0.000000
1,10.046522,0.002148,1.000982,0.000000,0.000000,1.000000,0.790264,1,0.000212,0.001627,3.870325,9.933847,1.490077,1.093750,0.000000,0.000000
2,10.325179,0.002282,1.001132,0.000000,0.000000,1.000000,0.804021,1,0.000212,0.001641,3.474204,10.223641,1.533546,1.093750,0.000000,0.000000
3,10.156721,0.002169,1.001210,0.000000,0.000000,1.000000,0.816860,1,0.000196,0.001649,3.113939,10.065329,1.509799,1.093750,0.000000,0.000000
4,10.071587,0.002475,1.001328,0.000000,0.000000,1.000000,0.829105,1,0.000180,0.001806,2.794650,9.989184,1.498378,1.093750,0.000000,0.000000
5,10.335484,0.002674,1.001419,0.000000,0.000000,1.000000,0.840493,1,0.000326,0.001731,2.506142,10.261221,1.539183,1.093750,0.000000,0.000000
6,10.133457,0.001959,1.001525,0.000000,0.000000,1.000000,0.849955,1,0.000116,0.002231,2.248228,10.066501,1.509975,1.093750,0.000000,0.000000
7,10.169619,0.002823,1.001645,0.000000,0.000000,1.000000,0.859411,1,0.000112,0.001734,2.016153,10.109203,1.516380,1.093750,0.000000,0.000000
8,10.165943,0.002939,1.001771,0.000000,0.000000,1.000000,0.868859,1,0.000201,0.002337,1.804910,10.111524,1.516729,1.093750,0.000000,0.000000
9,10.084900,0.002590,1.001841,0.000000,0.000000,1.000000,0.876098,1,0.000203,0.002302,1.614064,10.035916,1.505387,1.093750,0.000000,0.000000
10,9.997368,0.002662,1.001893,0.000000,0.000000,1.000000,0.883995,1,0.000191,0.001801,1.444237,9.953245,1.492987,1.093750,0.000000,0.000000
11,9.955324,0.002237,1.001961,0.000000,0.000000,1.000000,0.890345,1,0.000217,0.001640,1.294904,9.869927,1.480489,1.093750,0.000000,0.000000
12,10.323279,0.002191,1.002110,0.000000,0.000000,1.000000,0.896233,1,0.000210,0.001601,1.161265,10.220452,1.533068,1.093750,0.000000,0.000000
13,10.224065,0.002625,1.002129,0.000000,0.000000,1.000000,0.902236,1,0.000527,0.001935,1.038641,10.085367,1.512805,1.093750,0.000000,0.000000
14,10.079185,0.000000,0.997215,0.000000,0.000000,1.000000,0.907702,0,0.000226,0.001952,0.931826,9.925219,1.488783,1.093750,0.000000,0.000000
15,10.403990,0.000000,0.997685,0.000000,0.000000,1.000000,0.913042,0,0.000178,0.002019,0.836130,10.218178,1.532727,1.093750,0.000000,0.000000
16,10.256059,0.000000,0.998132,0.000000,0.000000,1.000000,0.918035,0,0.000197,0.001810,0.751507,10.056247,1.508437,1.093750,0.000000,0.000000
17,10.339171,0.000000,0.998516,0.000000,0.000000,1.000000,0.922153,0,0.000194,0.001934,0.677508,10.110362,1.516554,1.093750,0.000000,0.000000
18,10.260873,0.000000,0.998918,0.000000,0.000000,1.000000,0.926439,0,0.000217,0.001675,0.610274,10.019347,1.502902,1.093750,0.000000,0.000000
